id,menu_cat_id,combo_id,combo_qty,combo_item_id,combo_item_name,combo_item_code,combo_item_qty,update_qty,unit_price,top_up,old_unit_price,is_default,is_delete,brand_id
707,1,999093,6,999093490,"N22 D. Beef Thai Springgy Noodle",N22,6,0,1.76,0.00,0.00,0,0,1
708,1,999093,6,999093056,"N03 P. Chick Thai Rice Noodle",N03,6,0,1.76,0.00,0.00,0,0,1
709,1,999093,6,999093582,"N38 Kuey Chap Chicken Springy Noodle",N38,6,0,1.76,0.00,0.00,0,0,1
710,1,999093,6,999093617,"Y17 Dry T. Beef Thai R. Noodle",Y17,6,0,1.76,0.00,0.00,0,0,1
711,4,999093,1,999093535,"B29 Roselle Tea",B29,1,0,4.80,0.00,0.00,0,0,1
712,1,999093,6,999093627,"Y23 SUKI SOUP BEEF SPRINGY NOODLE",Y23,6,0,1.76,0.00,0.00,0,0,1
713,3,999093,1,999093048,"F08 Thai Popeye's Tempura",F08,1,0,5.62,0.00,0.00,0,0,1
714,1,999093,6,999093500,"N24 D. Chick Thai Springgy Noodle",N24,6,0,1.76,0.00,0.00,0,0,1
715,1,999093,6,999093587,"N43 Kuey Chap Beef Rice Noodle",N43,6,0,1.76,0.00,0.00,0,0,1
716,1,999093,6,999093589,"N45 Clear T. Beef Rice Noodle",N45,6,0,1.76,0.00,0.00,0,0,1
717,4,999093,1,999093033,"B01 Thai Iced Tea",B01,1,0,4.80,2.50,0.00,0,0,1
718,1,999093,6,999093586,"N42 Clear T. Chicken Springy Noodle",N42,6,0,1.76,0.00,0.00,0,0,1
719,10,999093,2,999093369,"A01 Fried Wanton Skin",A01,2,0,1.76,0.00,0.00,0,0,1
720,1,999093,6,999093618,"Y18 Dry T. Beef Springy Noodle",Y18,6,0,1.76,0.00,0.00,0,0,1
721,1,999093,6,999093581,"N37 Kuey Chap Chicken Rice Noodle",N37,6,0,1.76,0.00,0.00,0,0,1
722,4,999093,1,999093036,"B04 Thai Iced Lemon Tea",B04,1,0,4.80,2.50,0.00,0,0,1
723,3,999093,1,999093044,"F02 Grill Beef Meat Ball",F02,1,0,5.62,0.00,0.00,0,0,1
724,1,999093,6,999093633,"Y25 SUKI SOUP CHICK SPRINGY NOODLE",Y25,6,0,1.76,0.00,0.00,0,0,1
725,1,999093,6,999093630,"Y24 SUKI SOUP CHICK RICE NOODLE",Y24,6,0,1.76,0.00,0.00,0,0,1
726,4,999093,1,999093034,"B02 Thai Iced Coffee",B02,1,0,4.80,2.50,0.00,0,0,1
727,1,999093,6,999093094,"N14 D. Beef Thai Rice Noodle",N14,6,0,1.76,0.00,0.00,0,0,1
728,1,999093,6,999093620,"Y20 Dry T. Chicken Springy Noodle",Y20,6,0,1.76,0.00,0.00,0,0,1
729,1,999093,6,999093096,"N16 D. Chick Thai Rice Noodle",N16,6,0,1.76,0.00,0.00,0,0,1
730,1,999093,6,999093590,"N46 Clear T. Beef Springy Noodle",N46,6,0,1.76,0.00,0.00,0,0,1
731,1,999093,6,999093074,"N11 P. Chick Springy  Noodle",N11,6,0,1.76,0.00,0.00,0,0,1
732,1,999093,6,999093054,"N01 P. Beef Thai Rice Noodle",N01,6,0,1.76,0.00,0.00,0,0,1
733,4,999093,1,999093133,"B21 Blue Butterfly Pea",B21,1,0,4.80,0.00,0.00,0,0,1
734,1,999093,6,999093585,"N41 Clear T. Chicken Rice Noodle",N41,6,0,1.76,0.00,0.00,0,0,1
735,1,999093,6,999093588,"N44 Kuey Chap Beef Springy Noodle",N44,6,0,1.76,0.00,0.00,0,0,1
736,4,999093,1,999093411,"B18 Mango Smoothie",B18,1,0,4.80,0.00,0.00,0,0,1
737,1,999093,6,999093624,"Y22 SUKI SOUP RICE BEEF NOODLE ",Y22,6,0,1.76,0.00,0.00,0,0,1
738,4,999093,1,999093035,"B03 Thai Iced Green Tea",B03,1,0,4.80,2.50,0.00,0,0,1
739,3,999093,1,999093045,"F03 Grill Chicken Meat Ball",F03,1,0,5.62,0.00,0.00,0,0,1
740,1,999093,6,999093619,"Y19 Dry T. Chicken Thai R. Noodle",Y19,6,0,1.76,0.00,0.00,0,0,1
741,10,999093,2,999093374,"A02 Fried Chicken Skin ",A02,2,0,1.76,0.00,0.00,0,0,1
742,1,999093,6,999093072,"N09 P. Beef Springy Noodle",N09,6,0,1.76,0.00,0.00,0,0,1
743,1,999094,12,999094490,"N22 D. Beef Thai Springgy Noodle",N22,12,0,1.80,0.00,0.00,0,0,1
744,1,999094,12,999094056,"N03 P. Chick Thai Rice Noodle",N03,12,0,1.80,0.00,0.00,0,0,1
745,1,999094,12,999094582,"N38 Kuey Chap Chicken Springy Noodle",N38,12,0,1.80,0.00,0.00,0,0,1
746,1,999094,12,999094617,"Y17 Dry T. Beef Thai R. Noodle",Y17,12,0,1.80,0.00,0.00,0,0,1
747,4,999094,2,999094535,"B29 Roselle Tea",B29,2,0,5.55,0.00,0.00,0,0,1
748,1,999094,12,999094627,"Y23 SUKI SOUP BEEF SPRINGY NOODLE",Y23,12,0,1.80,0.00,0.00,0,0,1
749,3,999094,1,999094048,"F08 Thai Popeye's Tempura",F08,1,0,0.00,5.00,0.00,0,0,1
750,1,999094,12,999094500,"N24 D. Chick Thai Springgy Noodle",N24,12,0,1.80,0.00,0.00,0,0,1
751,1,999094,12,999094587,"N43 Kuey Chap Beef Rice Noodle",N43,12,0,1.80,0.00,0.00,0,0,1
752,1,999094,12,999094589,"N45 Clear T. Beef Rice Noodle",N45,12,0,1.80,0.00,0.00,0,0,1
753,4,999094,2,999094033,"B01 Thai Iced Tea",B01,2,0,5.55,2.50,0.00,0,0,1
754,1,999094,12,999094586,"N42 Clear T. Chicken Springy Noodle",N42,12,0,1.80,0.00,0.00,0,0,1
755,10,999094,4,999094369,"A01 Fried Wanton Skin",A01,4,0,1.80,0.00,0.00,0,0,1
756,1,999094,12,999094618,"Y18 Dry T. Beef Springy Noodle",Y18,12,0,1.80,0.00,0.00,0,0,1
757,1,999094,12,999094581,"N37 Kuey Chap Chicken Rice Noodle",N37,12,0,1.80,0.00,0.00,0,0,1
758,3,999094,1,999094623,"F00 No Side Dish",F00,1,0,0.00,0.00,0.00,0,0,1
759,4,999094,2,999094036,"B04 Thai Iced Lemon Tea",B04,2,0,5.55,2.50,0.00,0,0,1
760,1,999094,12,999094633,"Y25 SUKI SOUP CHICK SPRINGY NOODLE",Y25,12,0,1.80,0.00,0.00,0,0,1
761,1,999094,12,999094630,"Y24 SUKI SOUP CHICK RICE NOODLE",Y24,12,0,1.80,0.00,0.00,0,0,1
762,4,999094,2,999094034,"B02 Thai Iced Coffee",B02,2,0,5.55,2.50,0.00,0,0,1
763,1,999094,12,999094094,"N14 D. Beef Thai Rice Noodle",N14,12,0,1.80,0.00,0.00,0,0,1
764,1,999094,12,999094620,"Y20 Dry T. Chicken Springy Noodle",Y20,12,0,1.80,0.00,0.00,0,0,1
765,1,999094,12,999094096,"N16 D. Chick Thai Rice Noodle",N16,12,0,1.80,0.00,0.00,0,0,1
766,1,999094,12,999094590,"N46 Clear T. Beef Springy Noodle",N46,12,0,1.80,0.00,0.00,0,0,1
767,1,999094,12,999094074,"N11 P. Chick Springy  Noodle",N11,12,0,1.80,0.00,0.00,0,0,1
768,1,999094,12,999094054,"N01 P. Beef Thai Rice Noodle",N01,12,0,1.80,0.00,0.00,0,0,1
769,3,999094,1,999094052,"F12 Sangkaya Steamed Bread",F12,1,0,0.00,5.00,0.00,0,0,1
770,4,999094,2,999094133,"B21 Blue Butterfly Pea",B21,2,0,5.55,0.00,0.00,0,0,1
771,1,999094,12,999094585,"N41 Clear T. Chicken Rice Noodle",N41,12,0,1.80,0.00,0.00,0,0,1
772,1,999094,12,999094588,"N44 Kuey Chap Beef Springy Noodle",N44,12,0,1.80,0.00,0.00,0,0,1
773,3,999094,1,999094053,"F13 Ayam Legend",F13,1,0,0.00,7.00,0.00,0,0,1
774,4,999094,2,999094411,"B18 Mango Smoothie",B18,2,0,5.55,0.00,0.00,0,0,1
775,1,999094,12,999094624,"Y22 SUKI SOUP RICE BEEF NOODLE ",Y22,12,0,1.80,0.00,0.00,0,0,1
776,3,999094,1,999094085,"F19 Thai Fried Chicken",F19,1,0,0.00,7.00,0.00,0,0,1
777,4,999094,2,999094035,"B03 Thai Iced Green Tea",B03,2,0,5.55,2.50,0.00,0,0,1
778,1,999094,12,999094619,"Y19 Dry T. Chicken Thai R. Noodle",Y19,12,0,1.80,0.00,0.00,0,0,1
779,10,999094,4,999094374,"A02 Fried Chicken Skin ",A02,4,0,1.80,0.00,0.00,0,0,1
780,1,999094,12,999094072,"N09 P. Beef Springy Noodle",N09,12,0,1.80,0.00,0.00,0,0,1
809,4,999095,1,999095251,"B01 Thai Iced Tea",B01,1,0,5.90,2.50,0.00,0,0,1
810,4,999095,1,999095252,"B02 Thai Iced Coffee",B02,1,0,5.90,2.50,0.00,0,0,1
811,4,999095,1,999095253,"B03 Thai Iced Green Tea",B03,1,0,5.90,2.50,0.00,0,0,1
812,4,999095,1,999095254,"B04 Thai Iced Lemon Tea",B04,1,0,5.90,2.50,0.00,0,0,1
813,4,999095,1,999095412,"B18 Mango Smoothie",B18,1,0,5.90,0.00,0.00,0,0,1
814,4,999095,1,999095361,"B21 Blue Butterfly Pea",B21,1,0,5.90,0.00,0.00,0,0,1
815,4,999095,1,999095536,"B29 Roselle Tea",B29,1,0,5.90,0.00,0.00,0,0,1
816,1,999095,6,999095231,"N01 P. Beef Thai Rice Noodle",N01,6,0,1.93,0.00,0.00,0,0,1
817,1,999095,6,999095233,"N03 P. Chick Thai Rice Noodle",N03,6,0,1.93,0.00,0.00,0,0,1
818,1,999095,6,999095239,"N09 P. Beef Springy Noodle",N09,6,0,1.93,0.00,0.00,0,0,1
819,1,999095,6,999095241,"N11 P. Chick Springy  Noodle",N11,6,0,1.93,0.00,0.00,0,0,1
820,1,999095,6,999095591,"N37 Kuey Chap Chicken Rice Noodle",N37,6,0,1.93,0.00,0.00,0,0,1
821,1,999095,6,999095592,"N38 Kuey Chap Chicken Springy Noodle",N38,6,0,1.93,0.00,0.00,0,0,1
822,1,999095,6,999095593,"N39 Khao Soi Chicken Rice Noodle",N39,6,0,1.93,0.00,0.00,0,0,1
823,1,999095,6,999095594,"N40 Khao Soi Chicken Springy Noodle",N40,6,0,1.93,0.00,0.00,0,0,1
824,1,999095,6,999095595,"N41 Clear T. Chicken Rice Noodle",N41,6,0,1.93,0.00,0.00,0,0,1
825,1,999095,6,999095596,"N42 Clear T. Chicken Springy Noodle",N42,6,0,1.93,0.00,0.00,0,0,1
826,1,999095,6,999095597,"N43 Kuey Chap Beef Rice Noodle",N43,6,0,1.93,0.00,0.00,0,0,1
827,1,999095,6,999095598,"N44 Kuey Chap Beef Springy Noodle",N44,6,0,1.93,0.00,0.00,0,0,1
828,1,999095,6,999095599,"N45 Clear T. Beef Rice Noodle",N45,6,0,1.93,0.00,0.00,0,0,1
829,1,999095,6,999095600,"N46 Clear T. Beef Springy Noodle",N46,6,0,1.93,0.00,0.00,0,0,1
830,1,999095,6,999095613,"N47 Khao Soi Beef Rice Noodle",N47,6,0,1.93,0.00,0.00,0,0,1
831,1,999095,6,999095614,"N48 Khao Soi Beef Springy Noodle",N48,6,0,1.93,0.00,0.00,0,0,1
832,3,999095,1,999095220,"F02 Grill Beef Meat Ball",F02,1,0,7.16,0.00,0.00,0,0,1
833,3,999095,1,999095221,"F03 Grill Chicken Meat Ball",F03,1,0,7.16,0.00,0.00,0,0,1
834,3,999095,1,999095222,"F08 Thai Popeye's Tempura",F08,1,0,7.16,0.00,0.00,0,0,1
835,10,999095,2,999095370,"A01 Fried Wanton Skin",A01,2,0,1.93,0.00,0.00,0,0,1
836,10,999095,2,999095375,"A02 Fried Chicken Skin ",A02,2,0,1.93,0.00,0.00,0,0,1
837,4,999096,2,999096251,"B01 Thai Iced Tea",B01,2,0,6.29,2.50,0.00,0,0,1
838,4,999096,2,999096252,"B02 Thai Iced Coffee",B02,2,0,6.29,2.50,0.00,0,0,1
839,4,999096,2,999096253,"B03 Thai Iced Green Tea",B03,2,0,6.29,2.50,0.00,0,0,1
840,4,999096,2,999096254,"B04 Thai Iced Lemon Tea",B04,2,0,6.29,2.50,0.00,0,0,1
841,4,999096,2,999096412,"B18 Mango Smoothie",B18,2,0,6.29,0.00,0.00,0,0,1
842,4,999096,2,999096361,"B21 Blue Butterfly Pea",B21,2,0,6.29,0.00,0.00,0,0,1
843,4,999096,2,999096536,"B29 Roselle Tea",B29,2,0,6.29,0.00,0.00,0,0,1
844,1,999096,12,999096231,"N01 P. Beef Thai Rice Noodle",N01,12,0,2.02,0.00,0.00,0,0,1
845,1,999096,12,999096233,"N03 P. Chick Thai Rice Noodle",N03,12,0,2.02,0.00,0.00,0,0,1
846,1,999096,12,999096239,"N09 P. Beef Springy Noodle",N09,12,0,2.02,0.00,0.00,0,0,1
847,1,999096,12,999096241,"N11 P. Chick Springy  Noodle",N11,12,0,2.02,0.00,0.00,0,0,1
848,1,999096,12,999096591,"N37 Kuey Chap Chicken Rice Noodle",N37,12,0,2.02,0.00,0.00,0,0,1
849,1,999096,12,999096592,"N38 Kuey Chap Chicken Springy Noodle",N38,12,0,2.02,0.00,0.00,0,0,1
850,1,999096,12,999096593,"N39 Khao Soi Chicken Rice Noodle",N39,12,0,2.02,0.00,0.00,0,0,1
851,1,999096,12,999096594,"N40 Khao Soi Chicken Springy Noodle",N40,12,0,2.02,0.00,0.00,0,0,1
852,1,999096,12,999096595,"N41 Clear T. Chicken Rice Noodle",N41,12,0,2.02,0.00,0.00,0,0,1
853,1,999096,12,999096596,"N42 Clear T. Chicken Springy Noodle",N42,12,0,2.02,0.00,0.00,0,0,1
854,1,999096,12,999096597,"N43 Kuey Chap Beef Rice Noodle",N43,12,0,2.02,0.00,0.00,0,0,1
855,1,999096,12,999096598,"N44 Kuey Chap Beef Springy Noodle",N44,12,0,2.02,0.00,0.00,0,0,1
856,1,999096,12,999096599,"N45 Clear T. Beef Rice Noodle",N45,12,0,2.02,0.00,0.00,0,0,1
857,1,999096,12,999096600,"N46 Clear T. Beef Springy Noodle",N46,12,0,2.02,0.00,0.00,0,0,1
858,1,999096,12,999096613,"N47 Khao Soi Beef Rice Noodle",N47,12,0,2.02,0.00,0.00,0,0,1
859,1,999096,12,999096614,"N48 Khao Soi Beef Springy Noodle",N48,12,0,2.02,0.00,0.00,0,0,1
860,10,999096,4,999096370,"A01 Fried Wanton Skin",A01,4,0,2.02,0.00,0.00,0,0,1
861,10,999096,4,999096375,"A02 Fried Chicken Skin ",A02,4,0,2.02,0.00,0.00,0,0,1
888,24,999097,1,999097001,"A01 test1",A01,1,0,0.00,0.00,0.00,0,0,7
889,24,999097,1,9990971,"A01 test1",A01,1,0,8.00,0.00,0.00,0,0,7
890,76,999097,1,9990977,"A07 Italian White",A07,1,0,5.00,0.00,0.00,0,0,7
891,76,999111,1,999111007,"A07 Italian White",A07,1,0,0.00,0.00,0.00,0,0,7
892,76,999111,1,9991117,"A07 Italian White",A07,1,0,1.00,0.00,0.00,0,0,7
898,76,999112,1,9991127,"A07 Italian White",A07,1,0,4.00,0.00,0.00,0,0,7
934,3,999096,1,999096222,"F08 Thai Popeye's Tempura",F08,1,0,0.00,5.00,0.00,0,0,1
935,3,999096,1,999096224,"F12 Sangkaya Steamed Bread",F12,1,0,0.00,5.00,0.00,0,0,1
936,3,999096,1,999096225,"F13 Ayam Legend",F13,1,0,0.00,7.00,0.00,0,0,1
937,3,999096,1,999096230,"F19 Thai Fried Chicken",F19,1,0,0.00,7.00,0.00,0,0,1
938,3,999096,1,999096623,"F00 No Side Dish",F00,1,0,0.00,0.00,0.00,0,0,1
939,4,999097,1,999097345,"B01 Thai Iced Tea",B01,1,0,7.18,2.50,0.00,0,0,1
940,4,999097,1,999097346,"B02 Thai Iced Coffee",B02,1,0,7.18,2.50,0.00,0,0,1
941,4,999097,1,999097347,"B03 Thai Iced Green Tea",B03,1,0,7.18,2.50,0.00,0,0,1
942,4,999097,1,999097348,"B04 Thai Iced Lemon Tea",B04,1,0,7.18,2.50,0.00,0,0,1
943,4,999097,1,999097413,"B18 Mango Smoothie",B18,1,0,7.18,0.00,0.00,0,0,1
944,4,999097,1,999097420,"B21 Blue Butterfly Pea",B21,1,0,7.18,0.00,0.00,0,0,1
945,4,999097,1,999097537,"B29 Roselle Tea",B29,1,0,7.18,0.00,0.00,0,0,1
946,1,999097,6,999097325,"N01 P. Beef Thai Rice Noodle",N01,6,0,2.20,0.00,0.00,0,0,1
947,1,999097,6,999097327,"N03 P. Chick Thai Rice Noodle",N03,6,0,2.20,0.00,0.00,0,0,1
948,1,999097,6,999097333,"N09 P. Beef Springy Noodle",N09,6,0,2.20,0.00,0.00,0,0,1
949,1,999097,6,999097335,"N11 P. Chick Springy  Noodle",N11,6,0,2.20,0.00,0.00,0,0,1
950,1,999097,6,999097601,"N37 Kuey Chap Chicken Rice Noodle",N37,6,0,2.20,0.00,0.00,0,0,1
951,1,999097,6,999097602,"N38 Kuey Chap Chicken Springy Noodle",N38,6,0,2.20,0.00,0.00,0,0,1
952,1,999097,6,999097603,"N39 Khao Soi Chicken Rice Noodle",N39,6,0,2.20,0.00,0.00,0,0,1
953,1,999097,6,999097604,"N40 Khao Soi Chicken Springy Noodle",N40,6,0,2.20,0.00,0.00,0,0,1
954,1,999097,6,999097605,"N41 Clear T. Chicken Rice Noodle",N41,6,0,2.20,0.00,0.00,0,0,1
955,1,999097,6,999097606,"N42 Clear T. Chicken Springy Noodle",N42,6,0,2.20,0.00,0.00,0,0,1
956,1,999097,6,999097607,"N43 Kuey Chap Beef Rice Noodle",N43,6,0,2.20,0.00,0.00,0,0,1
957,1,999097,6,999097608,"N44 Kuey Chap Beef Springy Noodle",N44,6,0,2.20,0.00,0.00,0,0,1
958,1,999097,6,999097609,"N45 Clear T. Beef Rice Noodle",N45,6,0,2.20,0.00,0.00,0,0,1
959,1,999097,6,999097610,"N46 Clear T. Beef Springy Noodle",N46,6,0,2.20,0.00,0.00,0,0,1
960,1,999097,6,999097611,"N47 Khao Soi Beef Rice Noodle",N47,6,0,2.20,0.00,0.00,0,0,1
961,1,999097,6,999097612,"N48 Khao Soi Beef Springy Noodle",N48,6,0,2.20,0.00,0.00,0,0,1
962,3,999097,1,999097314,"F02 Grill Beef Meat Ball",F02,1,0,7.72,0.00,0.00,0,0,1
963,3,999097,1,999097315,"F03 Grill Chicken Meat Ball",F03,1,0,7.72,0.00,0.00,0,0,1
964,3,999097,1,999097316,"F08 Thai Popeye's Tempura",F08,1,0,7.72,0.00,0.00,0,0,1
965,10,999097,2,999097640,"A01 A01 Fried Wanton Skin ",A01,2,0,2.20,0.00,0.00,0,0,1
966,10,999097,2,999097376,"A02 Fried Chicken Skin ",A02,2,0,2.20,0.00,0.00,0,0,1
967,4,999098,2,999098345,"B01 Thai Iced Tea",B01,2,0,7.19,2.50,0.00,0,0,1
968,4,999098,2,999098346,"B02 Thai Iced Coffee",B02,2,0,7.19,2.50,0.00,0,0,1
969,4,999098,2,999098347,"B03 Thai Iced Green Tea",B03,2,0,7.19,2.50,0.00,0,0,1
970,4,999098,2,999098348,"B04 Thai Iced Lemon Tea",B04,2,0,7.19,2.50,0.00,0,0,1
971,4,999098,2,999098413,"B18 Mango Smoothie",B18,2,0,7.19,0.00,0.00,0,0,1
972,4,999098,2,999098420,"B21 Blue Butterfly Pea",B21,2,0,7.19,0.00,0.00,0,0,1
973,4,999098,2,999098537,"B29 Roselle Tea",B29,2,0,7.19,0.00,0.00,0,0,1
974,1,999098,12,999098325,"N01 P. Beef Thai Rice Noodle",N01,12,0,2.22,0.00,0.00,0,0,1
975,1,999098,12,999098327,"N03 P. Chick Thai Rice Noodle",N03,12,0,2.22,0.00,0.00,0,0,1
976,1,999098,12,999098333,"N09 P. Beef Springy Noodle",N09,12,0,2.22,0.00,0.00,0,0,1
977,1,999098,12,999098335,"N11 P. Chick Springy  Noodle",N11,12,0,2.22,0.00,0.00,0,0,1
978,1,999098,12,999098601,"N37 Kuey Chap Chicken Rice Noodle",N37,12,0,2.22,0.00,0.00,0,0,1
979,1,999098,12,999098602,"N38 Kuey Chap Chicken Springy Noodle",N38,12,0,2.22,0.00,0.00,0,0,1
980,1,999098,12,999098603,"N39 Khao Soi Chicken Rice Noodle",N39,12,0,2.22,0.00,0.00,0,0,1
981,1,999098,12,999098604,"N40 Khao Soi Chicken Springy Noodle",N40,12,0,2.22,0.00,0.00,0,0,1
982,1,999098,12,999098605,"N41 Clear T. Chicken Rice Noodle",N41,12,0,2.22,0.00,0.00,0,0,1
983,1,999098,12,999098606,"N42 Clear T. Chicken Springy Noodle",N42,12,0,2.22,0.00,0.00,0,0,1
984,1,999098,12,999098607,"N43 Kuey Chap Beef Rice Noodle",N43,12,0,2.22,0.00,0.00,0,0,1
985,1,999098,12,999098608,"N44 Kuey Chap Beef Springy Noodle",N44,12,0,2.22,0.00,0.00,0,0,1
986,1,999098,12,999098609,"N45 Clear T. Beef Rice Noodle",N45,12,0,2.22,0.00,0.00,0,0,1
987,1,999098,12,999098610,"N46 Clear T. Beef Springy Noodle",N46,12,0,2.22,0.00,0.00,0,0,1
988,1,999098,12,999098611,"N47 Khao Soi Beef Rice Noodle",N47,12,0,2.22,0.00,0.00,0,0,1
989,1,999098,12,999098612,"N48 Khao Soi Beef Springy Noodle",N48,12,0,2.22,0.00,0.00,0,0,1
990,3,999098,1,999098637,"F00 No Side Dish",F00,1,0,0.00,0.00,0.00,0,0,1
991,3,999098,1,999098316,"F08 Thai Popeye's Tempura",F08,1,0,0.00,7.00,0.00,0,0,1
992,3,999098,1,999098318,"F12 Sangkaya Steamed Bread",F12,1,0,0.00,7.00,0.00,0,0,1
993,3,999098,1,999098319,"F13 Ayam Legend",F13,1,0,0.00,9.00,0.00,0,0,1
994,3,999098,1,999098324,"F19 Thai Fried Chicken",F19,1,0,0.00,9.00,0.00,0,0,1
995,10,999098,4,999098640,"A01 A01 Fried Wanton Skin ",A01,4,0,2.22,0.00,0.00,0,0,1
996,10,999098,4,999098376,"A02 Fried Chicken Skin ",A02,4,0,2.22,0.00,0.00,0,0,1
1021,1,999089,6,999089590,"N46 Clear T. Beef Springy Noodle",N46,6,0,1.76,0.00,0.00,0,0,1
1022,1,999089,6,999089096,"N16 D. Chick Thai Rice Noodle",N16,6,0,1.76,0.00,0.00,0,0,1
1023,1,999089,6,999089617,"Y17 Dry T. Beef Thai R. Noodle",Y17,6,0,1.76,0.00,0.00,0,1,1
1024,1,999089,6,999089624,"Y22 SUKI SOUP RICE BEEF NOODLE ",Y22,6,0,1.76,0.00,0.00,0,0,1
1025,1,999089,6,999089586,"N42 Clear T. Chicken Springy Noodle",N42,6,0,1.76,0.00,0.00,0,0,1
1026,1,999089,6,999089582,"N38 Kuey Chap Chicken Springy Noodle",N38,6,0,1.76,0.00,0.00,0,0,1
1027,1,999089,6,999089630,"Y24 SUKI SOUP CHICK RICE NOODLE",Y24,6,0,1.76,0.00,0.00,0,0,1
1028,1,999089,6,999089581,"N37 Kuey Chap Chicken Rice Noodle",N37,6,0,1.76,0.00,0.00,0,0,1
1029,1,999089,6,999089633,"Y25 SUKI SOUP CHICK SPRINGY NOODLE",Y25,6,0,1.76,0.00,0.00,0,0,1
1030,1,999089,6,999089615,"N47 Khao Soi Beef Rice Noodle",N47,6,0,1.76,0.00,0.00,0,0,1
1031,1,999089,6,999089583,"N39 Khao Soi Chicken Rice Noodle",N39,6,0,1.76,0.00,0.00,0,0,1
1032,1,999089,6,999089094,"N14 D. Beef Thai Rice Noodle",N14,6,0,1.76,0.00,0.00,0,0,1
1034,1,999089,6,999089620,"Y20 Dry T. Chicken Springy Noodle",Y20,6,0,1.76,0.00,0.00,0,1,1
1036,1,999089,6,999089490,"N22 D. Beef Thai Springgy Noodle",N22,6,0,1.76,0.00,0.00,0,0,1
1037,1,999089,6,999089500,"N24 D. Chick Thai Springgy Noodle",N24,6,0,1.76,0.00,0.00,0,0,1
1038,1,999089,6,999089585,"N41 Clear T. Chicken Rice Noodle",N41,6,0,1.76,0.00,0.00,0,0,1
1039,1,999089,6,999089588,"N44 Kuey Chap Beef Springy Noodle",N44,6,0,1.76,0.00,0.00,0,0,1
1041,1,999089,6,999089616,"N48 Khao Soi Beef Springy Noodle",N48,6,0,1.76,0.00,0.00,0,0,1
1042,1,999089,6,999089618,"Y18 Dry T. Beef Springy Noodle",Y18,6,0,1.76,0.00,0.00,0,1,1
1043,1,999089,6,999089587,"N43 Kuey Chap Beef Rice Noodle",N43,6,0,1.76,0.00,0.00,0,0,1
1045,1,999089,6,999089589,"N45 Clear T. Beef Rice Noodle",N45,6,0,1.76,0.00,0.00,0,0,1
1046,1,999089,6,999089584,"N40 Khao Soi Chicken Springy Noodle",N40,6,0,1.76,0.00,0.00,0,0,1
1047,1,999089,6,999089627,"Y23 SUKI SOUP BEEF SPRINGY NOODLE",Y23,6,0,1.76,0.00,0.00,0,0,1
1048,1,999089,6,999089619,"Y19 Dry T. Chicken Thai R. Noodle",Y19,6,0,1.76,0.00,0.00,0,1,1
1049,1,999089,6,999089054,"N01 P. Beef Thai Rice Noodle",N01,6,6,1.76,0.00,0.00,0,0,1
1050,1,999089,6,999089056,"N03 P. Chick Thai Rice Noodle",N03,6,6,1.76,0.00,0.00,0,0,1
1051,1,999089,6,999089072,"N09 P. Beef Springy Noodle",N09,6,6,1.76,0.00,0.00,0,0,1
1052,1,999089,6,999089074,"N11 P. Chick Springy  Noodle",N11,6,6,1.76,0.00,0.00,0,0,1
1061,4,999053,1,999053033,"B01 Thai Iced Tea",B01,1,0,7.68,0.00,0.00,0,0,1
1062,4,999053,1,999053034,"B02 Thai Iced Coffee",B02,1,0,7.68,0.00,0.00,0,0,1
1063,4,999053,1,999053035,"B03 Thai Iced Green Tea",B03,1,0,7.68,0.00,0.00,0,0,1
1064,4,999053,1,999053036,"B04 Thai Iced Lemon Tea",B04,1,0,7.68,0.00,0.00,0,0,1
1065,4,999055,1,999055251,"B01 Thai Iced Tea",B01,1,0,8.61,0.00,0.00,0,0,1
1066,4,999055,1,999055252,"B02 Thai Iced Coffee",B02,1,0,8.61,0.00,0.00,0,0,1
1067,4,999055,1,999055253,"B03 Thai Iced Green Tea",B03,1,0,8.61,0.00,0.00,0,0,1
1068,4,999055,1,999055254,"B04 Thai Iced Lemon Tea",B04,1,0,8.61,0.00,0.00,0,0,1
1069,4,999054,1,999054345,"B01 Thai Iced Tea",B01,1,0,8.96,0.00,0.00,0,0,1
1070,4,999054,1,999054346,"B02 Thai Iced Coffee",B02,1,0,8.96,0.00,0.00,0,0,1
1071,4,999054,1,999054347,"B03 Thai Iced Green Tea",B03,1,0,8.96,0.00,0.00,0,0,1
1072,4,999054,1,999054348,"B04 Thai Iced Lemon Tea",B04,1,0,8.96,0.00,0.00,0,0,1
1073,4,999047,1,999047033,"B01 Thai Iced Tea",B01,1,0,7.39,0.00,0.00,0,0,1
1074,4,999047,1,999047034,"B02 Thai Iced Coffee",B02,1,0,7.39,0.00,0.00,0,0,1
1075,4,999047,1,999047035,"B03 Thai Iced Green Tea",B03,1,0,7.39,0.00,0.00,0,0,1
1076,4,999047,1,999047036,"B04 Thai Iced Lemon Tea",B04,1,0,7.39,0.00,0.00,0,0,1
1077,4,999048,1,999048251,"B01 Thai Iced Tea",B01,1,0,8.57,0.00,0.00,0,0,1
1078,4,999048,1,999048252,"B02 Thai Iced Coffee",B02,1,0,8.57,0.00,0.00,0,0,1
1079,4,999048,1,999048253,"B03 Thai Iced Green Tea",B03,1,0,8.57,0.00,0.00,0,0,1
1080,4,999048,1,999048254,"B04 Thai Iced Lemon Tea",B04,1,0,8.57,0.00,0.00,0,0,1
