id,menu_cat_id,combo_id,combo_qty,combo_item_id,combo_item_name,combo_item_code,combo_item_qty,update_qty,unit_price,top_up,old_unit_price,is_default,is_delete,brand_id
1,37,999001,1,999001356,"CB01c Prm. Iced Cha Yen",CB01c,1,0,0.00,0.00,0.00,0,0,2
1,7,999001,1,999001071,"F18 Sangkaya (Small)",F18,1,0,1057.27,0.00,0.00,0,0,8
2,37,999001,1,999001357,"CB02c Prm. Iced Thai Green Tea",CB02c,1,0,0.00,0.00,0.00,0,0,2
2,5,999001,4,999001001,"PP01 Pat. Pork Thai Rice Noodle",PP01,4,0,634.36,0.00,0.00,0,0,8
3,37,999001,1,999001358,"CB03c Prm. Iced Thai Lemon Tea",CB03c,1,0,0.00,0.00,0.00,0,0,2
4,37,999001,1,999001359,"CB04c Prm. Iced Thai Coffee",CB04c,1,0,0.00,0.00,0.00,0,0,2
4,5,999001,4,999001002,"PC01 Pat. Chick Thai Rice Noodle",PC01,4,0,634.36,0.00,0.00,0,0,8
5,37,999001,1,999001335,"CB18b Hot Cha Yen",CB18b,1,0,0.00,0.00,0.00,0,0,2
5,5,999001,4,999001003,"PP02 Pat. Pork Egg Noodle",PP02,4,0,634.36,0.00,0.00,0,0,8
6,37,999001,1,999001334,"CB19b Hot Thai Green Tea",CB19b,1,0,0.00,0.00,0.00,0,0,2
6,5,999001,4,999001004,"PC02 Pat. Chicken Egg Noodle",PC02,4,0,634.36,0.00,0.00,0,0,8
7,37,999001,1,999001333,"CB21b Hot Thai Lemon Tea",CB21b,1,0,0.00,0.00,0.00,0,0,2
7,5,999001,4,999001043,"PP03 Pat. Pork Glass Noodle",PP03,4,0,634.36,0.00,0.00,0,0,8
8,37,999001,1,999001329,"CB20b Hot Thai Coffee",CB20b,1,0,0.00,0.00,0.00,0,0,2
8,5,999001,4,999001045,"RP01 Red TY. Pork Thai Rice Noodle",RP01,4,0,634.36,0.00,0.00,0,0,8
9,29,999001,1,999001029,"F12 Sangkayaa (normal)",F12,1,0,0.00,0.00,0.00,0,0,2
9,5,999001,4,999001046,"RC01 Red TY. Chicken Rice Noodle",RC01,4,0,634.36,0.00,0.00,0,0,8
10,37,999001,1,999001341,"CB34b Iced Terer Taro",CB34b,1,0,1.00,1.00,0.00,0,0,2
10,5,999001,4,999001047,"RP02 Red TY. Pork Egg Noodle",RP02,4,0,634.36,0.00,0.00,0,0,8
11,37,999001,1,999001342,"CB35b Ice Dark Chocolate",CB35b,1,0,1.00,1.00,0.00,0,0,2
11,5,999001,4,999001048,"RC02 Red TY. Chicken Egg Noodle",RC02,4,0,634.36,0.00,0.00,0,0,8
12,1,999044,6,999044054,"N01 P. Beef Thai Rice Noodle",N01,6,0,1.77,0.00,1.76,0,0,1
12,37,999001,1,999001343,"CB13b Ice Mockacino",CB13b,1,0,1.00,1.00,0.00,0,0,2
12,5,999001,4,999001049,"RP03 Red TY. Pork Glass Noodle",RP03,4,0,634.36,0.00,0.00,0,0,8
13,1,999044,6,999044055,"N02 A. Beef Thai Rice Noodle",N02,6,0,1.77,0.00,1.75,0,0,1
13,37,999001,1,999001344,"CB14b Iced Thai-Me-U",CB14b,1,0,1.00,1.00,0.00,0,0,2
13,5,999001,4,999001050,"RC03 Red TY. Chicken Glass Noodle",RC03,4,0,634.36,0.00,0.00,0,0,8
14,1,999044,6,999044056,"N03 P. Chick Thai Rice Noodle",N03,6,0,1.77,0.00,1.75,0,0,1
14,37,999001,1,999001324,"CB23b Passionfruit smoothie",CB23b,1,0,1.00,1.00,0.00,0,0,2
14,5,999001,4,999001051,"SP01 Super TY. Pork Thai Rice Noodle",SP01,4,0,634.36,0.00,0.00,0,0,8
15,1,999044,6,999044057,"N04 A. Chick Thai Rice Noodle",N04,6,0,1.77,0.00,1.75,0,0,1
15,37,999001,1,999001325,"CB25b Superberries",CB25b,1,0,1.00,1.00,0.00,0,0,2
15,5,999001,4,999001052,"SC01 Super TY. Chicken Rice Noodle",SC01,4,0,634.36,0.00,0.00,0,0,8
16,1,999044,6,999044072,"N09 P. Beef Springy Noodle",N09,6,0,1.77,0.00,1.75,0,0,1
16,37,999001,1,999001326,"CB26b Passion fruitea",CB26b,1,0,1.00,1.00,0.00,0,0,2
16,5,999001,4,999001053,"SP02 Super TY. Pork Egg Noodle",SP02,4,0,634.36,0.00,0.00,0,0,8
17,1,999044,6,999044073,"N10 A. Beef Springy Noodle",N10,6,0,1.77,0.00,1.75,0,0,1
17,37,999001,1,999001327,"CB27b Mango fruitea",CB27b,1,0,1.00,1.00,0.00,0,0,2
17,5,999001,4,999001054,"SC02 Super TY. Chicken Egg Noodle",SC02,4,0,634.36,0.00,0.00,0,0,8
18,1,999044,6,999044074,"N11 P. Chick Springy  Noodle",N11,6,0,1.77,0.00,1.75,0,0,1
18,37,999001,1,999001328,"CB24b Mango Smoothie",CB24b,1,0,1.00,1.00,0.00,0,0,2
18,5,999001,4,999001055,"SP03 Super TY. Pork Glass Noodle",SP03,4,0,634.36,0.00,0.00,0,0,8
19,1,999044,6,999044075,"N12 A. Chick Springy Noodle",N12,6,0,1.77,0.00,1.75,0,0,1
19,37,999001,1,999001337,"CB12b IB Nom Yen",CB12b,1,0,2.00,2.00,0.00,0,0,2
19,5,999001,4,999001056,"SC03 Super TY. Chicken Glass Noodle",SC03,4,0,634.36,0.00,0.00,0,0,8
20,1,999044,6,999044093,"N13 T. Beef Thai Rice Noodle",N13,6,0,1.77,0.00,1.75,0,0,1
20,37,999001,1,999001338,"CB08b IB Thai Coffee (Kaffe Yen)",CB08b,1,0,2.00,2.00,0.00,0,0,2
20,5,999001,4,999001057,"DP01 Dry Pork Thai Rice Noodle",DP01,4,0,634.36,0.00,0.00,0,0,8
21,1,999044,6,999044094,"N14 D. Beef Thai Rice Noodle",N14,6,0,1.77,0.00,1.75,0,0,1
21,37,999001,1,999001339,"CB06b IB Thai Green Tea",CB06b,1,0,2.00,2.00,0.00,0,0,2
21,5,999001,4,999001058,"DC01 Dry Chicken Thai Rice Noodle",DC01,4,0,634.36,0.00,0.00,0,0,8
22,1,999044,6,999044095,"N15 T. Chick Thai Rice Noodle",N15,6,0,1.77,0.00,1.75,0,0,1
22,37,999001,1,999001340,"CB05b IB Cha Yen",CB05b,1,0,2.00,2.00,0.00,0,0,2
22,5,999001,4,999001059,"DP02 Dry Pork Egg Noodle",DP02,4,0,634.36,0.00,0.00,0,0,8
23,1,999044,6,999044096,"N16 D. Chick Thai Rice Noodle",N16,6,0,1.77,0.00,1.75,0,0,1
23,37,999001,1,999001321,"CB09b IB Mockacino",CB09b,1,0,2.00,2.00,0.00,0,0,2
23,5,999001,4,999001060,"DC02 Dry Chicken Egg Noodle",DC02,4,0,634.36,0.00,0.00,0,0,8
24,1,999044,6,999044177,"N21 T. Beef Thai Springgy Noodle",N21,6,0,1.77,0.00,1.75,0,0,1
24,37,999001,1,999001322,"CB10b IB Thai Cham Peng",CB10b,1,0,2.00,2.00,0.00,0,0,2
24,5,999001,4,999001061,"DP03 Dry Pork Glass Noodle",DP03,4,0,634.36,0.00,0.00,0,0,8
25,1,999044,6,999044178,"N22 D. Beef Thai Springgy Noodle",N22,6,0,1.77,0.00,1.75,0,0,1
25,37,999001,1,999001323,"CB22b IB Terer Taro",CB22b,1,0,2.00,2.00,0.00,0,0,2
25,5,999001,4,999001062,"DC03 Dry Chicken Glass Noodle",DC03,4,0,634.36,0.00,0.00,0,0,8
26,1,999044,6,999044179,"N23 T. Chick Thai Springgy Noodle",N23,6,0,1.77,0.00,1.75,0,0,1
26,37,999001,1,999001345,"CB29b Salted Butter C. Frappe",CB29b,1,0,2.84,2.84,0.00,0,0,2
26,10,999001,2,999001030,"B04 Thai Iced Lemon Tea",B04,2,0,2202.64,0.00,0.00,0,0,8
27,1,999044,6,999044180,"N24 D. Chick Thai Springgy Noodle",N24,6,0,1.77,0.00,1.75,0,0,1
27,37,999001,1,999001346,"CB30b Iced Hznut. Coffee & Cotta",CB30b,1,0,2.84,2.84,0.00,0,0,2
27,5,999002,6,999002058,"DC01 Dry Chicken Thai Rice Noodle",DC01,6,0,618.67,0.00,0.00,0,0,8
28,10,999044,2,999044105,"A01 Fried Wanton Skin",A01,2,0,1.77,0.00,1.75,0,0,1
28,37,999001,1,999001348,"CB32b Cookies and Cream",CB32b,1,0,2.84,2.84,0.00,0,0,2
28,5,999002,6,999002060,"DC02 Dry Chicken Egg Noodle",DC02,6,0,618.67,0.00,0.00,0,0,8
29,10,999044,2,999044106,"A02 Fried Chicken Skin",A02,2,0,1.77,0.00,1.75,0,0,1
29,37,999001,1,999001349,"CB42b IB Dark Chocolate",CB42b,1,0,2.84,2.84,0.00,0,0,2
30,4,999044,1,999044112,"B18 Mango Smoothie",B18,1,0,4.81,0.00,4.81,0,0,1
30,5,999002,6,999002057,"DP01 Dry Pork Thai Rice Noodle ",DP01,6,0,618.67,0.00,0.00,0,0,8
31,4,999044,1,999044113,"B21 Lemon Butterfly Pea",B21,1,0,4.81,0.00,4.81,0,0,1
31,5,999002,6,999002059,"DP02 Dry Pork Egg Noodle",DP02,6,0,618.67,0.00,0.00,0,0,8
33,5,999002,6,999002002,"PC01 Pat. Chick Thai Rice Noodle",PC01,6,0,0.00,1.81,0.00,0,0,8
34,5,999002,6,999002004,"PC02 Pat. Chicken Egg Noodle",PC02,6,0,618.67,0.00,0.00,0,0,8
36,5,999002,6,999002001,"PP01 Pat. Pork Thai Rice Noodle",PP01,6,0,0.00,1.81,0.00,0,0,8
37,5,999002,6,999002003,"PP02 Pat. Pork Egg Noodle",PP02,6,0,618.67,0.00,0.00,0,0,8
39,10,999002,1,999002027,"B01 Thai Iced Tea",B01,1,0,2148.15,0.00,0.00,0,0,8
40,10,999002,1,999002028,"B02 Thai Iced Coffee",B02,1,0,2148.15,0.00,0.00,0,0,8
41,10,999002,1,999002029,"B03 Thai Iced Greentea",B03,1,0,2148.15,0.00,0.00,0,0,8
42,10,999002,1,999002030,"B04 Thai Iced Lemon Tea",B04,1,0,0.00,0.00,0.00,0,0,8
43,12,999002,2,999002063,"T01 Fried Pork Meatballs",T01,2,0,604.92,0.00,0.00,0,0,8
44,12,999002,2,999002064,"T02 Fried Chicken Meatballs",T02,2,0,604.92,0.00,0.00,0,0,8
45,12,999002,2,999002065,"T03 Pork Crispy",T03,2,0,604.92,0.00,0.00,0,0,8
46,12,999002,2,999002066,"T04 Fried Chicken Skin",T04,2,0,604.92,0.00,0.00,0,0,8
47,12,999002,2,999002067,"T05 Fried Wanton Skin",T05,2,0,604.92,0.00,0.00,0,0,8
48,5,999002,6,999002045,"RP01 Red TY. Pork Thai Rice Noodle",RP01,6,0,618.67,0.00,0.00,0,0,8
49,5,999002,6,999002046,"RC01 Red TY. Chicken Rice Noodle",RC01,6,0,618.67,0.00,0.00,0,0,8
50,5,999002,6,999002047,"RP02 Red TY. Pork Egg Noodle",RP02,6,0,618.67,0.00,0.00,0,0,8
51,55,999004,1,999004387,Small,SSS01,1,0,5.90,0.00,0.00,0,0,2
51,5,999002,6,999002048,"RC02 Red TY. Chicken Egg Noodle",RC02,6,0,618.67,0.00,0.00,0,0,8
52,55,999004,1,999004388,Regular,SSS02,1,0,6.90,1.00,0.00,0,0,2
53,55,999004,1,999004389,Premium,SSS03,1,0,7.90,2.00,0.00,0,0,2
54,15,999004,0,999004128,"ADD01 ADD Whipped Cream",ADD01,0,0,1.00,1.00,0.00,0,0,2
54,5,999002,6,999002051,"SP01 Super TY. Pork Thai Rice Noodle",SP01,6,0,618.67,0.00,0.00,0,0,8
55,15,999004,0,999004129,"ADD02 ADD Espresso Shot",ADD02,0,0,1.00,1.00,0.00,0,0,2
55,5,999002,6,999002052,"SC01 Super TY. Chicken Rice Noodle",SC01,6,0,618.67,0.00,0.00,0,0,8
56,15,999004,0,999004130,"ADD03 ADD Salted Caramel Shot",ADD03,0,0,1.00,1.00,0.00,0,0,2
56,5,999002,6,999002053,"SP02 Super TY. Pork Egg Noodle",SP02,6,0,0.00,0.00,0.00,0,0,8
57,15,999004,0,999004131,"ADD04 ADD Milk Cotta",ADD04,0,0,1.00,1.00,0.00,0,0,2
57,5,999002,6,999002054,"SC02 Super TY. Chicken Egg Noodle",SC02,6,0,618.67,0.00,0.00,0,0,8
58,15,999004,0,999004132,"ADD05 ADD Mango Cotta",ADD05,0,0,1.00,1.00,0.00,0,0,2
59,15,999004,0,999004133,"ADD06 ADD Coffee Jelly",ADD06,0,0,1.00,1.00,0.00,0,0,2
60,15,999004,0,999004381,"ADD013 Red Bean",ADD013,0,0,1.00,1.00,0.00,0,0,2
60,10,999002,1,999002077,"B16 Iced Terer Taro",B16,1,0,2148.15,0.00,0.00,0,0,8
61,15,999004,0,999004380,"ADD014 Black Pearl",ADD014,0,0,1.00,1.00,0.00,0,0,2
61,6,999003,1,999003072,"R07 Kaw Pad Super",R07,1,0,3173.08,0.00,0.00,0,0,8
62,15,999004,0,999004379,"ADD015 Grass Jelly",ADD015,0,0,1.00,1.00,0.00,0,0,2
62,6,999003,1,999003073,"R08 Pad Thai",R08,1,0,3173.08,0.00,0.00,0,0,8
63,15,999004,0,999004402,"ADD00 NO TOP UP",ADD00,0,0,0.00,0.00,0.00,0,0,2
63,10,999003,1,999003077,"B16 Iced Terer Taro ",B16,1,0,2326.92,0.00,0.00,0,0,8
64,10,999003,1,999003078,"B17 Blended Terer Taro",B17,1,0,2326.92,0.00,0.00,0,0,8
65,7,999004,1,999004074,"F19 Thai Fried Chicken ",F19,1,0,4026.35,0.00,0.00,0,0,8
66,6,999004,2,999004009,"R04 Extra-Rice",R04,2,0,536.84,0.00,0.00,0,0,8
67,55,999002,1,999002387,Small,SSS01,1,0,5.90,0.00,0.00,0,0,2
67,7,999005,1,999005074,"F19 Thai Fried Chicken ",F19,1,0,4050.00,0.00,0.00,0,0,8
68,55,999002,1,999002388,Regular,SSS02,1,0,6.90,1.00,0.00,0,0,2
68,10,999005,1,999005027,"B01 Thai Iced Tea",B01,1,0,2250.00,0.00,0.00,0,0,8
69,55,999002,1,999002389,Premium,SSS03,1,0,7.90,2.00,0.00,0,0,2
69,10,999005,1,999005028,"B02 Thai Iced Coffee",B02,1,0,2250.00,0.00,0.00,0,0,8
70,15,999002,0,999002128,"ADD01 ADD Whipped Cream",ADD01,0,0,1.00,1.00,0.00,0,0,2
70,10,999005,1,999005029,"B03 Thai Iced Greentea",B03,1,0,2250.00,0.00,0.00,0,0,8
71,15,999002,0,999002129,"ADD02 ADD Espresso Shot",ADD02,0,0,1.00,1.00,0.00,0,0,2
71,10,999005,1,999005030,"B04 Thai Iced Lemon Tea",B04,1,0,2250.00,0.00,0.00,0,0,8
72,15,999002,0,999002130,"ADD03 ADD Salted Caramel Shot",ADD03,0,0,1.00,1.00,0.00,0,0,2
72,10,999005,1,999005077,"B16 Iced Terer Taro ",B16,1,0,2250.00,0.00,0.00,0,0,8
73,15,999002,0,999002131,"ADD04 ADD Milk Cotta",ADD04,0,0,1.00,1.00,0.00,0,0,2
73,5,999006,1,999006068,"PC03 Pat. Chicken Glass Noodle",PC03,1,0,1111.00,0.00,0.00,0,1,8
74,15,999002,0,999002132,"ADD05 ADD Mango Cotta",ADD05,0,0,1.00,1.00,0.00,0,0,2
75,15,999002,0,999002133,"ADD06 ADD Coffee Jelly",ADD06,0,0,1.00,1.00,0.00,0,0,2
76,15,999002,0,999002381,"ADD013 Red Bean",ADD013,0,0,1.00,1.00,0.00,0,0,2
76,5,999007,6,999007058,"DC01 Sour Spicy Dry Chicken Thai Rice Noodle",DC01,6,0,700.55,0.00,0.00,0,0,8
77,15,999002,0,999002380,"ADD014 Black Pearl",ADD014,0,0,1.00,1.00,0.00,0,0,2
77,5,999007,6,999007060,"DC02 Sour Spicy Dry Chicken Egg Noodle ",DC02,6,0,700.55,0.00,0.00,0,0,8
78,15,999002,0,999002379,"ADD015 Grass Jelly",ADD015,0,0,1.00,1.00,0.00,0,0,2
78,5,999007,6,999007057,"DP01 Sour Spicy Dry Pork Thai Rice Noodle",DP01,6,0,700.55,0.00,0.00,0,0,8
79,15,999002,0,999002402,"ADD00 NO TOP UP",ADD00,0,0,0.00,0.00,0.00,0,0,2
79,5,999007,6,999007059,"DP02 Sour Spicy Dry Pork Egg Noodle",DP02,6,0,700.55,0.00,0.00,0,0,8
80,5,999007,6,999007002,"PC01 Pat. Chick Thai Rice Noodle",PC01,6,0,700.55,0.00,0.00,0,0,8
81,5,999007,6,999007004,"PC02 Pat. Chicken Egg Noodle",PC02,6,0,700.55,0.00,0.00,0,0,8
82,5,999007,6,999007001,"PP01 Pat. Pork Thai Rice Noodle",PP01,6,0,700.55,0.00,0.00,0,0,8
83,55,999003,1,999003387,Small,SSS01,1,0,5.90,0.00,0.00,0,0,2
83,5,999007,6,999007003,"PP02 Pat. Pork Egg Noodle",PP02,6,0,700.55,0.00,0.00,0,0,8
84,55,999003,1,999003388,Regular,SSS02,1,0,6.90,1.00,0.00,0,0,2
84,5,999007,6,999007052,"SC01 Super TY. Chicken Rice Noodle",SC01,6,0,700.55,0.00,0.00,0,0,8
85,55,999003,1,999003389,Premium,SSS03,1,0,7.90,2.00,0.00,0,0,2
85,5,999007,6,999007054,"SC02 Super TY. Chicken Egg Noodle",SC02,6,0,700.55,0.00,0.00,0,0,8
86,15,999003,0,999003128,"ADD01 ADD Whipped Cream",ADD01,0,0,1.00,1.00,0.00,0,0,2
86,5,999007,6,999007051,"SP01 Super TY. Pork Thai Rice Noodle",SP01,6,0,700.55,0.00,0.00,0,0,8
87,15,999003,0,999003129,"ADD02 ADD Espresso Shot",ADD02,0,0,1.00,1.00,0.00,0,0,2
87,5,999007,6,999007053,"SP02 Super TY. Pork Egg Noodle",SP02,6,0,700.55,0.00,0.00,0,0,8
88,15,999003,0,999003130,"ADD03 ADD Salted Caramel Shot",ADD03,0,0,1.00,1.00,0.00,0,0,2
88,5,999007,6,999007082,"TC01 TY. Light Chicken Thai Rice Noodle ",TC01,6,0,700.55,0.00,0.00,0,0,8
89,2,999047,1,999047083,"R07 Kaw Pad Super",R07,1,0,12.11,0.00,11.77,0,0,1
89,15,999003,0,999003131,"ADD04 ADD Milk Cotta",ADD04,0,0,1.00,1.00,0.00,0,0,2
89,5,999007,6,999007083,"TC02 TY. Light Chicken Egg Noodle ",TC02,6,0,700.55,0.00,0.00,0,0,8
90,15,999003,0,999003132,"ADD05 ADD Mango Cotta",ADD05,0,0,1.00,1.00,0.00,0,0,2
91,15,999003,0,999003133,"ADD06 ADD Coffee Jelly",ADD06,0,0,1.00,1.00,0.00,0,0,2
92,15,999003,0,999003381,"ADD013 Red Bean",ADD013,0,0,1.00,1.00,0.00,0,0,2
93,3,999053,1,999053052,"F12 Sangkaya Steamed Bread",F12,1,0,6.82,0.00,6.68,0,0,1
93,15,999003,0,999003380,"ADD014 Black Pearl",ADD014,0,0,1.00,1.00,0.00,0,0,2
93,12,999007,2,999007064,"T02 Fried Chicken Meatballs",T02,2,0,725.70,0.00,0.00,0,0,8
94,3,999050,1,999050111,"F25 Fried Mantou & Patongko",F25,1,0,0.00,0.00,0.00,0,0,1
94,15,999003,0,999003379,"ADD015 Grass Jelly",ADD015,0,0,1.00,1.00,0.00,0,0,2
94,12,999007,2,999007065,"T03 Pork Crispy",T03,2,0,725.70,0.00,0.00,0,0,8
95,3,999050,1,999050085,"F19 Thai Fried Chicken",F19,1,0,12.17,0.00,12.17,0,0,1
95,15,999003,0,999003402,"ADD00 NO TOP UP",ADD00,0,0,0.00,0.00,0.00,0,0,2
95,12,999007,2,999007066,"T04 Fried Chicken Skin",T04,2,0,725.70,0.00,0.00,0,0,8
96,1,999045,6,999045054,"N01 P. Beef Thai Rice Noodle",N01,6,0,1.97,0.00,1.97,0,0,1
96,12,999007,2,999007067,"T05 Fried Wanton Skin",T05,2,0,725.70,0.00,0.00,0,0,8
97,1,999045,6,999045055,"N02 A. Beef Thai Rice Noodle",N02,6,0,1.97,0.00,1.97,0,0,1
97,10,999007,1,999007027,"B01 Thai Iced Tea",B01,1,0,2245.30,0.00,0.00,0,0,8
98,1,999045,6,999045056,"N03 P. Chick Thai Rice Noodle",N03,6,0,1.97,0.00,1.97,0,0,1
98,10,999007,1,999007028,"B02 Thai Iced Coffee",B02,1,0,2245.30,0.00,0.00,0,0,8
99,1,999045,6,999045057,"N04 A. Chick Thai Rice Noodle",N04,6,0,1.97,0.00,1.97,0,0,1
99,55,999005,1,999005387,Small,SSS01,1,0,5.90,0.00,0.00,0,0,2
99,10,999007,1,999007029,"B03 Thai Iced Greentea",B03,1,0,2245.30,0.00,0.00,0,0,8
100,1,999045,6,999045072,"N09 P. Beef Springy Noodle",N09,6,0,1.97,0.00,1.97,0,0,1
100,55,999005,1,999005388,Regular,SSS02,1,0,6.90,1.00,0.00,0,0,2
100,10,999007,1,999007030,"B04 Thai Iced Lemon Tea",B04,1,0,2245.30,0.00,0.00,0,0,8
101,1,999045,6,999045073,"N10 A. Beef Springy Noodle",N10,6,0,1.97,0.00,1.97,0,0,1
101,55,999005,1,999005389,Premium,SSS03,1,0,7.90,2.00,0.00,0,0,2
101,10,999007,1,999007077,"B16 Iced Terer Taro ",B16,1,0,2245.30,0.00,0.00,0,0,8
102,1,999045,6,999045074,"N11 P. Chick Springy  Noodle",N11,6,0,1.97,0.00,1.97,0,0,1
102,15,999005,0,999005128,"ADD01 ADD Whipped Cream",ADD01,0,0,1.00,1.00,0.00,0,0,2
102,5,999007,6,999007080,"TP01 TY. Light Pork Thai Rice Noodle ",TP01,6,0,700.55,0.00,0.00,0,0,8
103,1,999045,6,999045075,"N12 A. Chick Springy Noodle",N12,6,0,1.97,0.00,1.97,0,0,1
103,15,999005,0,999005129,"ADD02 ADD Espresso Shot",ADD02,0,0,1.00,1.00,0.00,0,0,2
103,5,999007,6,999007081,"TP02 TY. Light Pork Egg Noodle ",TP02,6,0,700.55,0.00,0.00,0,0,8
104,1,999045,6,999045093,"N13 T. Beef Thai Rice Noodle",N13,6,0,1.97,0.00,1.97,0,0,1
104,15,999005,0,999005130,"ADD03 ADD Salted Caramel Shot",ADD03,0,0,1.00,1.00,0.00,0,0,2
104,12,999007,2,999007063,"T01 Fried Pork Meatballs",T01,2,0,725.70,0.00,0.00,0,0,8
105,1,999045,6,999045094,"N14 D. Beef Thai Rice Noodle",N14,6,0,1.97,0.00,1.97,0,0,1
105,15,999005,0,999005131,"ADD04 ADD Milk Cotta",ADD04,0,0,1.00,1.00,0.00,0,0,2
106,1,999045,6,999045095,"N15 T. Chick Thai Rice Noodle",N15,6,0,1.97,0.00,1.97,0,0,1
106,15,999005,0,999005132,"ADD05 ADD Mango Cotta",ADD05,0,0,1.00,1.00,0.00,0,0,2
107,1,999045,6,999045096,"N16 D. Chick Thai Rice Noodle",N16,6,0,1.97,0.00,1.97,0,0,1
107,15,999005,0,999005133,"ADD06 ADD Coffee Jelly",ADD06,0,0,1.00,1.00,0.00,0,0,2
108,1,999045,6,999045177,"N21 T. Beef Thai Springgy Noodle",N21,6,0,1.97,0.00,1.97,0,0,1
108,15,999005,0,999005381,"ADD013 Red Bean",ADD013,0,0,1.00,1.00,0.00,0,0,2
109,1,999045,6,999045178,"N22 D. Beef Thai Springgy Noodle",N22,6,0,1.97,0.00,1.97,0,0,1
109,15,999005,0,999005380,"ADD014 Black Pearl",ADD014,0,0,1.00,1.00,0.00,0,0,2
110,1,999045,6,999045179,"N23 T. Chick Thai Springgy Noodle",N23,6,0,1.97,0.00,1.97,0,0,1
110,15,999005,0,999005379,"ADD015 Grass Jelly",ADD015,0,0,1.00,1.00,0.00,0,0,2
111,1,999045,6,999045180,"N24 D. Chick Thai Springgy Noodle",N24,6,0,1.97,0.00,1.97,0,0,1
111,15,999005,0,999005402,"ADD00 NO TOP UP",ADD00,0,0,0.00,0.00,0.00,0,0,2
112,10,999045,2,999045105,"A01 Fried Wanton Skin",A01,2,0,1.97,0.00,1.97,0,0,1
113,10,999045,2,999045106,"A02 Fried Chicken Skin",A02,2,0,1.97,0.00,1.97,0,0,1
113,55,999006,1,999006387,Small,SSS01,1,0,6.90,0.00,0.00,0,0,2
114,4,999045,1,999045112,"B18 Mango Smoothie",B18,1,0,5.83,0.00,5.83,0,0,1
114,55,999006,1,999006388,Regular,SSS02,1,0,7.90,1.00,0.00,0,0,2
115,4,999045,1,999045113,"B21 Lemon Butterfly Pea",B21,1,0,5.83,0.00,5.83,0,0,1
115,55,999007,1,999007387,Small,SSS01,1,0,6.90,0.00,0.00,0,0,2
116,2,999048,1,999048083,"R07 Kaw Pad Super",R07,1,0,16.93,0.00,16.41,0,0,1
116,55,999007,1,999007388,Regular,SSS02,1,0,7.90,1.00,0.00,0,0,2
117,55,999008,1,999008387,Small,SSS01,1,0,6.90,0.00,0.00,0,0,2
118,55,999008,1,999008388,Regular,SSS02,1,0,7.90,1.00,0.00,0,0,2
119,55,999009,1,999009387,Small,SSS01,1,0,6.90,0.00,0.00,0,0,2
120,3,999055,1,999055052,"F12 Sangkaya Steamed Bread",F12,1,0,8.89,0.00,8.64,0,0,1
120,55,999009,1,999009388,Regular,SSS02,1,0,7.90,1.00,0.00,0,0,2
121,3,999051,1,999051111,"F25 Fried Mantou & Patongko",F25,1,0,0.00,0.00,0.00,0,0,1
121,55,999010,1,999010387,Small,SSS01,1,0,6.90,0.00,0.00,0,0,2
122,3,999051,1,999051085,"F19 Thai Fried Chicken",F19,1,0,15.94,0.00,15.94,0,0,1
122,55,999010,1,999010388,Regular,SSS02,1,0,7.90,1.00,0.00,0,0,2
123,1,999046,6,999046054,"N01 P. Beef Thai Rice Noodle",N01,6,0,2.18,0.00,2.18,0,0,1
123,55,999011,1,999011387,Small,SSS01,1,0,11.90,0.00,0.00,0,0,2
124,1,999046,6,999046055,"N02 A. Beef Thai Rice Noodle",N02,6,0,2.18,0.00,2.18,0,0,1
124,55,999011,1,999011388,Regular,SSS02,1,0,12.90,1.00,0.00,0,0,2
125,1,999046,6,999046056,"N03 P. Chick Thai Rice Noodle",N03,6,0,2.18,0.00,2.18,0,0,1
125,55,999012,1,999012387,Small,SSS01,1,0,11.90,0.00,0.00,0,0,2
126,1,999046,6,999046057,"N04 A. Chick Thai Rice Noodle",N04,6,0,2.18,0.00,2.18,0,0,1
126,55,999012,1,999012388,Regular,SSS02,1,0,12.90,1.00,0.00,0,0,2
127,1,999046,6,999046072,"N09 P. Beef Springy Noodle",N09,6,0,2.18,0.00,2.18,0,0,1
128,1,999046,6,999046073,"N10 A. Beef Springy Noodle",N10,6,0,2.18,0.00,2.18,0,0,1
128,55,999013,1,999013389,Premium,SSS03,1,0,13.90,2.00,0.00,0,0,2
129,1,999046,6,999046074,"N11 P. Chick Springy  Noodle",N11,6,0,2.18,0.00,2.18,0,0,1
130,1,999046,6,999046075,"N12 A. Chick Springy Noodle",N12,6,0,2.18,0.00,2.18,0,0,1
130,55,999013,1,999013387,Small,SSS01,1,0,11.90,0.00,0.00,0,0,2
131,1,999046,6,999046093,"N13 T. Beef Thai Rice Noodle",N13,6,0,2.18,0.00,2.18,0,0,1
131,55,999013,1,999013388,Regular,SSS02,1,0,12.90,1.00,0.00,0,0,2
132,1,999046,6,999046094,"N14 D. Beef Thai Rice Noodle",N14,6,0,2.18,0.00,2.18,0,0,1
133,1,999046,6,999046095,"N15 T. Chick Thai Rice Noodle",N15,6,0,2.18,0.00,2.18,0,0,1
134,1,999046,6,999046096,"N16 D. Chick Thai Rice Noodle",N16,6,0,2.18,0.00,2.18,0,0,1
135,1,999046,6,999046177,"N21 T. Beef Thai Springgy Noodle",N21,6,0,2.18,0.00,2.18,0,0,1
135,55,999014,1,999014387,Small,SSS01,1,0,5.90,0.00,0.00,0,0,2
